Type,External Database,VOC,dvap,SMILES,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Kappa1,Kappa2,Kappa3,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9
Benzenoids,NO,NO,62.8,Cc1ccc(c(c1)O)N(=O)=O,3.196069662,295.7372023,8.43072142,5.942974579,5.942974579,5.109060905,3.050395839,3.050395839,2.249278444,2.249278444,1.327612511,1.327612511,0.787855185,0.787855185,4.923311049,10.11431827,0,11.43689811,0,5.563451492,12.13273414,12.99010427,0,0,5.106527395,-1.58,11,146.081,7.526157113,2.574037504,1.459531257,10.17861489,0.502085928,10.17861489,0.310209341,0.254074074,0.310209341,-0.616296296,-0.502085928,1.60882,39.4982,153.137,1,4,0,0,0,1,0,1,3,1,4,0,1,0,0,0,58,5.106527395,0,5.749511833,0,0,5.687386275,10.11431827,0,0,0,6.066367068,18.55355576,6.066367068,4.923311049,10.02983844,5.687386275,0,0,0,6.9237372,0,33.87687097,0,5.749511833,0,5.687386275,5.749511833,0,10.02983844,0,17.03805547,5.563451492,18.19910121,0,0,0,63.37,0,0,9.562318594,19.19870748,0.545092593,-0.282407407,4.22287037,0,1.753418367,0
Benzenoids,NO,NO,62.8,CCOC(c1ccccc1)OCC,2.638916623,214.791705,9.518661569,8.194811758,8.194811758,6.380540058,4.662327089,4.662327089,2.65329451,2.65329451,1.707820782,1.707820782,1.153485801,1.153485801,0,0,0,6.290026729,13.21376393,5.563451492,0,0,44.17930974,0,9.473725908,-0.86,13,164.119,10.22237232,5.728781812,3.167786817,5.446203704,0.348682126,5.446203704,0.183255811,0.211851852,0.183255811,-0.211851852,-0.348682126,2.7582,52.435,180.247,0,2,0,0,0,1,0,1,2,0,2,0,5,0,0,0,72,9.473725908,0,6.290026729,0,0,0,0,0,0,0,30.33183534,13.8474744,18.77721542,0,9.473725908,0,0,0,0,20.13750113,13.21376393,35.89528683,0,0,0,0,0,0,13.21376393,9.473725908,0,25.70095262,30.33183534,0,0,0,18.46,10.89240741,0,0,0,1.075185185,0,9.977352608,-0.211851852,5.266906652,0
Organic oxygen compounds,NO,NO,62.9,CCCCCC(C)(C)O,3.072989461,61.45811191,7.328427125,6.77564072,6.77564072,4.060660172,3.78426697,3.78426697,3.269541041,3.269541041,1.392133485,1.392133485,0.807610332,0.807610332,5.601050811,5.106527395,0,0,0,12.84164325,12.84164325,0,13.8474744,6.9237372,0,-0.04,9,112.087,8.96,3.886985049,7.96,9.244271542,0.390471997,9.244271542,0.059132291,0.449236111,0.059132291,-0.449236111,-0.390471997,2.3376,40.4398,130.231,1,1,0,0,0,0,0,0,1,1,1,0,4,0,0,0,56,5.106527395,0,0,0,0,0,0,0,0,0,26.18620207,20.26829602,0,5.601050811,5.106527395,0,0,0,0,52.0555489,0,0,0,0,0,0,0,0,10.70757821,0,0,46.45449809,0,0,0,0,20.23,0,0,0,9.244271542,-0.449236111,0,0,4.556458333,5.898506236,0
Organic acids and derivatives,NO,NO,62.9,CCCCOC(=O)OCCCC,3.103283049,100.3412753,9.234204519,7.967385559,7.967385559,5.808060412,4.603936267,4.603936267,2.654030206,2.654030206,1.435608321,1.435608321,0.641346035,0.641346035,6.15536563,4.794537184,0,0,13.21376393,25.68328649,0,0,13.8474744,0,9.473725908,-0.73,12,156.096,11.27,8.367370983,7.377874865,10.7482483,0.507756144,10.7482483,0.507756144,0.473668981,0.434293608,-0.530648148,-0.434293608,2.7398,47.116,174.24,0,3,0,0,0,0,0,0,3,0,3,0,6,0,0,0,72,9.473725908,0,0,0,0,6.15536563,0,4.794537184,0,0,26.68911765,12.84164325,0,13.21376393,14.26826309,6.15536563,0,0,0,39.53076089,13.21376393,0,0,0,0,4.794537184,0,0,19.36912956,9.473725908,0,39.53076089,0,0,0,0,35.53,9.535668934,0,10.7482483,0,0,0,0,3.340617284,5.042132149,0
Benzenoids,YES,YES,63,CC(C)(C)c1ccc(cc1)C(C)(C)C,3.015758255,257.2955746,10.98312766,10.30940108,10.30940108,6.210343431,5.321367205,5.321367205,6.077350269,6.077350269,2.616950987,2.616950987,1.470227868,1.470227868,0,0,0,10.82998094,0,0,11.12690298,0,0,65.80789147,0,-0.78,14,168.154,11.29564297,3.41637992,2.602578809,2.250578704,0.058215842,2.250578704,-0.01318508,0.260331633,0.01318508,0.260331633,-0.058215842,4.2816,63.842,190.33,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,65.80789147,21.95688392,0,0,0,0,0,0,0,52.37240414,0,35.39237126,0,0,0,0,0,0,0,10.82998094,0,52.66932618,24.26546827,0,0,0,0,0,0,0,0,3.336404006,0,9.002314815,0,13.49461451,0
Benzenoids,NO,NO,63,CCc1ccccc1N(=O)=O,3.121219319,270.5494976,8.267584714,6.280218034,6.280218034,5.253218858,3.47676561,3.47676561,2.239375507,2.239375507,1.569213856,1.569213856,0.987911652,0.987911652,0,10.11431827,0,10.61069732,6.420821623,5.563451492,6.066367068,12.13273414,12.99010427,0,0,-1.38,11,142.093,7.723950104,3.142667966,1.548321647,10.3862037,0.272063842,10.3862037,0.272063842,0.217592593,0.258300788,-0.34837963,-0.258300788,2.1572,42.4744,151.165,0,3,0,0,0,1,0,1,2,0,3,0,2,0,0,0,58,0,0,0,0,5.687386275,0,10.11431827,0,0,0,25.12283841,6.420821623,11.62981856,4.923311049,4.923311049,5.687386275,0,0,0,13.34455882,0,39.94323803,0,0,0,5.687386275,0,0,4.923311049,6.420821623,10.11431827,12.48718869,24.26546827,0,0,0,43.14,0,0,10.03782407,10.3862037,1.006944444,0,6.791759259,0.705509259,1.905092593,0
Organosulfur compounds,NO,NO,63,CCCCSSCCCC,2.647604849,47.21928095,7.656854249,7.059137268,8.69213043,4.914213562,4.158230498,6.64626437,2.351057332,5.053171996,1.245781916,3.823132185,0.524377395,2.987345747,0,0,0,0,0,0,37.18899371,0,21.58779595,13.8474744,0,0.7,10,160.222,10.7,9.7,8.7,2.247291273,0.094159896,2.247291273,0.003679461,1.334660494,0.003679461,1.334660494,-0.094159896,3.968,54.732,178.366,0,0,0,0,0,0,0,0,2,0,2,0,7,0,0,0,62,0,0,0,0,0,0,0,0,0,0,48.2769136,12.84164325,11.50570721,0,0,21.58779595,0,0,0,39.53076089,11.50570721,0,0,0,0,0,0,21.58779595,11.50570721,0,0,39.53076089,0,0,0,0,0,0,0,0,0,0,2.676351096,0,5.426844136,4.494582546,4.068888889
Organic oxygen compounds,NO,NO,63,Cc1cc(C(=O)C)sc1,2.977648532,224.5749521,6.853371151,5.471197119,6.2876937,4.198377303,2.759975955,3.639628766,2.044493752,2.955724678,1.077542145,2.226420801,0.61586621,1.416664597,0,4.794537184,0,5.783244946,0,4.877147194,16.90023737,6.9237372,18.37016704,0,0,-0.63,9,132.143,6.489474313,2.313265193,1.388918172,10.66912037,0.29360531,10.66912037,0.169217597,0.160277778,0.169217597,0.160277778,-0.29360531,2.25912,39.0605,140.207,0,1,0,0,0,0,1,1,2,0,2,0,1,0,0,0,48,0,0,5.783244946,0,0,0,4.794537184,0,0,11.33678588,0,30.85735573,0,4.877147194,4.794537184,17.12003082,0,0,0,13.8474744,0,21.88702852,0,0,0,0,0,11.33678588,5.783244946,0,6.9237372,22.15887307,11.44642984,0,0,0,17.07,0,1.508101852,11.52328704,1.98287037,1.171481481,0.160277778,1.909722222,0,3.577592593,0
Benzenoids,NO,NO,63,c1ccc(cc1)CO,2.832085835,145.7328145,5.819990956,4.541071723,4.541071723,3.931851653,2.580464759,2.580464759,1.643712443,1.643712443,1.025398848,1.025398848,0.583419827,0.583419827,0,0,0,6.606881965,0,5.563451492,0,0,30.33183534,0,5.106527395,-0.82,8,100.076,5.319275766,2.478228729,1.073981897,8.537592593,0.391680468,8.537592593,0.06813694,0.139722222,0.06813694,0.139722222,-0.391680468,1.1789,32.3648,108.14,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,42,5.106527395,0,0,0,0,0,0,0,0,0,30.33183534,5.563451492,0,6.606881965,5.106527395,0,0,0,0,6.606881965,0,35.89528683,0,0,0,0,0,0,5.106527395,6.606881965,0,5.563451492,30.33183534,0,0,0,20.23,0,0,0,8.537592593,0.965277778,0,9.524074074,0,0.139722222,0
Hydrocarbons,NO,NO,63,C1CCCCCCCCCCC1,2,43.01955001,8.485281374,8.485281374,8.485281374,6,6,6,4.242640687,4.242640687,3,3,2.121320344,2.121320344,0,0,0,0,0,0,77.04985948,0,0,0,0,0,12,144.132,10.08333333,7.638888889,5.625,1.5,0.053305973,1.5,-0.053305973,1.5,0.053305973,1.5,-0.053305973,4.6812,55.404,168.324,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,72,0,0,0,0,0,0,0,0,0,0,77.04985948,0,0,0,0,0,0,0,0,77.04985948,0,0,0,0,0,0,0,0,0,0,0,77.04985948,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
Organic nitrogen compounds,NO,NO,63.1,C1CCC(=NO)CC1,2.331875649,90.70165767,5.819990956,4.929961097,4.929961097,3.931851653,3.130713579,3.130713579,2.226887938,2.226887938,1.572134935,1.572134935,1.059890578,1.059890578,0,0,0,0,0,18.55332825,19.26246487,0,0,5.155712727,5.207253025,-0.53,8,102.072,5.603868809,2.698435941,1.218715724,8.278981481,0.410905347,8.278981481,0.057039255,0.982638889,0.057039255,0.982638889,-0.410905347,1.7807,32.3065,113.16,1,2,1,0,1,0,0,0,2,1,2,0,0,1,0,1,46,5.207253025,0,0,0,0,0,0,0,0,0,11.57653435,25.68328649,0,5.711685003,5.207253025,5.711685003,0,0,5.155712727,32.10410811,0,0,0,0,0,0,0,0,10.91893803,0,0,32.10410811,5.155712727,0,0,0,32.59,0,0,0,11.44314815,0.982638889,0,0,5.74087963,0,0
Benzenoids,NO,NO,63.19,CN(c1ccccc1)N,2.848234051,169.530842,6.690234444,5.411315211,5.411315211,4.304530453,2.839702886,2.839702886,1.946454291,1.946454291,1.163463688,1.163463688,0.663131599,0.663131599,0,0,0,0,0,5.687386275,0,5.008912524,37.37950732,0,5.84267027,-1.02,9,112.091,6.105313283,2.506090257,1.435851175,5.447037037,0.314132416,5.447037037,0.05133504,1.025462963,0.05133504,1.025462963,-0.314132416,0.9965,39.0324,122.171,2,2,0,0,0,1,0,1,2,1,2,0,1,0,0,0,48,5.008912524,0,0,0,0,0,0,5.84267027,0,0,18.19910121,12.13273414,7.047671983,5.687386275,0,5.687386275,0,0,5.84267027,0,12.05658451,30.33183534,0,0,10.85158279,5.687386275,0,0,7.047671983,0,0,0,30.33183534,0,0,0,29.26,0,0,0,1.583333333,1.025462963,5.447037037,9.796018519,0,0,1.814814815
Benzenoids,NO,NO,63.2,CC(C)(C)c1ccccc1O,3.141109191,245.2948443,8.483127663,7.256614672,7.256614672,5.015855318,3.800957067,3.800957067,3.767149058,3.767149058,1.712063041,1.712063041,1.107852787,1.107852787,0,5.106527395,0,5.414990469,5.749511833,5.563451492,0,6.066367068,18.19910121,20.7712116,0,-0.98,11,136.109,8.119800399,2.571671008,1.732031309,9.446134259,0.50765415,9.446134259,0.118798111,0.033078704,0.118798111,0.033078704,-0.50765415,2.6897,46.8068,150.221,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,60,5.106527395,5.749511833,0,0,0,0,0,0,0,0,38.9703128,17.04480903,0,0,5.106527395,0,0,0,0,26.18620207,0,29.82891977,0,5.749511833,0,0,5.749511833,0,5.106527395,5.414990469,0,26.33466309,24.26546827,0,0,0,20.23,0,0,0,9.446134259,1.033078704,0.388888889,7.45912037,0,6.256111111,0
Hydrocarbons,NO,NO,63.2,C/C(=C/C(C)(C)C)/CC(C)(C)C,4.226502749,159.4577817,9.991563832,9.78445705,9.78445705,5.100953631,4.78445705,4.78445705,6.094152509,6.094152509,1.488581196,1.488581196,1.62674626,1.62674626,0,0,0,0,10.82998094,0,11.99392615,0,0,54.5421805,0,-0.26,12,144.132,11.74,3.635894623,7.842669405,2.373263889,0.080188744,2.373263889,-0.0200595,0.328703704,0.0200595,0.328703704,-0.080188744,4.415,57.284,168.324,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72,0,0,0,0,0,0,0,0,0,0,53.19154784,24.17453976,0,0,0,0,0,0,10.82998094,54.88698202,0,11.64912464,0,0,0,0,0,0,0,0,10.82998094,54.88698202,11.64912464,0,0,0,0,0,0,0,0,2.260416667,0,0,3.571944444,15.83430556,0
Organoheterocyclic compounds,NO,NO,63.2,CCOC(=O)Cc1ccsc1,2.374652173,216.0057468,8.104448007,6.371009241,7.187505822,5.325698503,3.493225111,4.436034152,2.113396146,2.89342946,1.233887991,1.965937789,0.771921168,1.440541691,0,4.794537184,0,5.969305288,13.02770359,5.563451492,0,11.33678588,23.75022981,0,4.736862954,-0.83,11,160.153,8.268328417,4.132684889,2.717916418,10.89282407,0.465725082,10.89282407,0.309772824,0.147314815,0.309772824,-0.147314815,-0.465725082,1.8537,44.656,170.233,0,2,0,0,0,0,1,1,3,0,3,0,3,0,0,0,60,4.736862954,0,0,0,0,5.969305288,4.794537184,0,11.33678588,0,0,29.3136813,0,13.02770359,9.531400138,17.30609117,0,0,0,13.34455882,6.606881965,22.3899441,0,0,0,0,0,11.33678588,12.57618725,15.95222176,0,12.48718869,16.82649261,0,0,0,26.3,4.78087963,1.59188374,10.89282407,3.908213341,1.035601852,-0.147314815,1.93212963,0.400138889,2.272310327,0
Organometallic compounds,NO,NO,63.2,[CH3].[CH3].[CH3].[Al],0,3.245112498,0,3.577350269,4.732050808,0,0,0,0,0,0,0,0,0,0,0,0,39.64102345,0,0,0,0,0,0,0,0.532467532,4,63.015,199.4824973,79.90605468,20.97684588,0,0.068262383,0,0,0,0,0,-0.068262383,0.97007,24.996,72.087,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,22.27995833,0,17.36106512,0,0,17.36106512,0,0,0,0,0,22.27995833,0,0,0,0,0,0,17.36106512,0,22.27995833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Organic oxygen compounds,NO,NO,63.3,CC1CCCCC1O,2.279400271,60.78707744,5.983127663,5.430341259,5.430341259,3.804530453,3.485379073,3.485379073,2.829088579,2.829088579,2.066205584,2.066205584,1.296693159,1.296693159,0,5.106527395,0,6.103966388,5.917906046,6.420821623,19.26246487,0,0,6.9237372,0,-0.04,8,100.076,6.085628141,2.492201094,1.220642549,9.177685185,0.392853134,9.177685185,0.056531438,0.003472222,0.056531438,0.003472222,-0.392853134,1.5574,33.6388,114.188,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,48,5.106527395,0,0,0,0,0,0,0,0,0,19.76538045,18.75954929,0,6.103966388,5.106527395,0,0,0,5.917906046,38.71099008,0,0,0,0,0,0,0,0,11.21049378,0,5.917906046,32.60702369,0,0,0,0,20.23,0,0,0,9.177685185,0,0.559027778,0,4.801157407,2.128796296,0
Organic nitrogen compounds,NO,YES,63.4,C(CNCCN)N,2.447472888,26.1158779,5.535533906,4.483127663,4.483127663,3.414213562,2.523603362,2.523603362,1.327350269,1.327350269,0.642228525,0.642228525,0.329124145,0.329124145,0,0,0,0,13.08951281,13.08951281,0,0,0,5.316788604,11.46733495,-0.12,7,90.065,6.88,5.88,5.88,5.165972222,0.32920809,5.165972222,0.007498861,0.694444444,0.007498861,0.694444444,-0.32920809,-1.5066,30.9785,103.169,5,3,0,0,0,0,0,0,3,3,3,0,4,0,0,0,44,16.78412356,0,0,0,0,0,0,0,0,0,0,0,26.17902562,0,0,0,0,5.316788604,11.46733495,0,26.17902562,0,0,0,16.78412356,0,0,0,26.17902562,0,0,0,0,0,0,0,64.07,0,0,0,3.034722222,10.33194444,0,0,0,3.133333333,0
Benzenoids,NO,NO,63.4,c1cc(cc(c1)N)Br,3.077660438,168.3883389,5.983127663,4.264715819,5.850712358,3.7876937,2.299024576,3.092022846,1.555005547,2.470681076,0.848673776,1.341925414,0.506593006,0.923538351,0,0,0,0,0,10.16010579,0,0,24.26546827,15.9299439,5.733667477,-0.5,8,165.977,5.633333333,2.17867036,1.234072022,5.428611111,0.398696679,5.428611111,0.032480569,0.791087963,0.032480569,0.791087963,-0.398696679,2.0313,38.5544,172.025,2,1,0,0,0,1,0,1,1,1,2,0,0,0,0,0,42,5.733667477,0,0,0,0,0,0,0,0,0,21.99631097,18.19910121,10.16010579,0,0,21.61733017,0,0,0,0,5.733667477,28.73818779,0,0,5.733667477,5.687386275,0,15.9299439,0,0,0,0,28.73818779,0,0,0,26.02,1.025462963,3.282083333,0,0,6.219699074,0,7.556087963,0,0,0
Benzenoids,NO,YES,63.5,c1cc(cc(c1)O)Cl,3.077660438,168.3883389,5.983127663,4.134579145,4.890508091,3.7876937,2.233956239,2.611920712,1.479871104,1.916306884,0.808200719,1.043297822,0.476126338,0.660654718,0,0,0,5.749511833,5.022633314,0,6.066367068,18.19910121,0,0,16.70746729,-0.69,8,123.518,5.446798906,2.052669548,1.138019489,8.728611111,0.507911389,8.728611111,0.116561888,0.206018519,0.116561888,0.206018519,-0.507911389,2.0456,33.1168,128.558,1,1,0,0,0,1,0,1,1,1,2,0,0,0,0,0,42,5.106527395,5.749511833,0,0,0,0,0,0,0,0,17.66730696,18.19910121,5.022633314,0,5.106527395,11.60093989,0,0,0,0,0,29.28810159,0,5.749511833,0,0,5.749511833,11.60093989,5.106527395,0,0,0,24.26546827,5.022633314,0,0,20.23,0,5.484969136,0,9.288796296,0,0.206018519,6.464660494,0,0,0
Lipids and lipid-like molecules,NO,NO,63.5,CC(=CCCC(C)CCO)C,3.306381749,112.0411847,8.690234444,7.930341259,7.930341259,5.16390246,4.406998041,4.406998041,3.476278331,3.476278331,1.833950529,1.833950529,1.02125037,1.02125037,0,0,0,0,12.52478801,12.84164325,11.99392615,0,0,26.84723171,5.106527395,-0.3,11,136.109,10.7,6.412726002,7.598269256,8.629773085,0.396365893,8.629773085,0.043306672,0.329353269,0.043306672,0.329353269,-0.396365893,2.7513,49.5318,156.269,1,1,0,0,0,0,0,0,1,1,1,0,5,0,0,0,66,5.106527395,0,0,0,0,0,0,0,0,0,18.57286184,39.02784531,6.606881965,0,5.106527395,0,0,0,5.917906046,40.03367647,6.606881965,11.64912464,0,0,0,0,0,0,11.71340936,0,5.917906046,40.03367647,11.64912464,0,0,0,20.23,0,0,0,8.629773085,1.389998583,0.662592593,0,5.555273998,6.762361741,0
Lipids and lipid-like molecules,NO,NO,63.7,CCCCC(=O)OC1CCCCC1,2.107236471,148.1692686,9.518661569,8.5507011,8.5507011,6.325698503,5.521107304,5.521107304,3.853431898,3.853431898,2.584765595,2.584765595,1.748914668,1.748914668,0,4.794537184,0,12.07327168,6.420821623,25.68328649,19.26246487,0,0,6.9237372,4.736862954,-0.53,13,164.119,10.55019246,6.005092742,4.298161686,11.24793934,0.46236379,11.24793934,0.305553791,0.008101852,0.305553791,0.008101852,-0.46236379,3.0525,52.49,184.279,0,2,1,0,1,0,0,0,2,0,2,0,4,1,0,1,76,4.736862954,6.103966388,0,0,0,5.969305288,4.794537184,0,0,0,19.76538045,32.10410811,6.420821623,0,9.531400138,5.969305288,0,0,0,64.39427657,0,0,0,0,0,0,0,0,12.07327168,9.531400138,0,58.29031018,0,0,0,0,26.3,5.354444444,0,11.24793934,0,0,0.008101852,0,8.798354907,2.091159455,0
Organic oxygen compounds,NO,NO,63.7,COCCOCCOCCOC,2.727242813,67.45811191,9.071067812,7.875633849,7.875633849,5.914213562,4.048547388,4.048547388,2.210343431,2.210343431,1.23559856,1.23559856,0.606493072,0.606493072,0,0,0,0,39.64129179,0,0,14.21959508,0,0,18.94745182,-0.16,12,160.084,11.84,10.84,9.84,5.1634375,0.382297726,5.1634375,0.070114392,0.618129252,0.070114392,0.618129252,-0.382297726,0.3124,45.39,178.228,0,4,0,0,0,0,0,0,4,0,4,0,9,0,0,0,74,18.94745182,0,0,0,0,0,0,0,0,0,0,0,14.21959508,39.64129179,18.94745182,0,0,0,0,0,53.86088687,0,0,0,0,0,0,0,53.86088687,18.94745182,0,0,0,0,0,0,36.92,19.92910666,0,0,0,0,0,0,0,3.768418997,3.302474343
Benzenoids,NO,NO,63.8,Cc1cccc(c1O)C(C)(C)C,3.262318795,281.5458536,9.353371151,8.179264403,8.179264403,5.426538921,4.217623734,4.217623734,4.221078057,4.221078057,2.045771569,2.045771569,1.264169008,1.264169008,0,5.106527395,0,5.414990469,5.749511833,11.12690298,0,0,25.12283841,20.7712116,0,-0.98,12,148.12,9.110744102,2.814243587,1.603741062,9.733171296,0.507374213,9.733171296,0.121702282,0.023912037,0.121702282,0.023912037,-0.507374213,2.99812,51.5438,164.248,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,66,5.106527395,5.749511833,0,0,0,0,0,0,0,0,38.9703128,23.46563065,0,0,5.106527395,0,0,0,0,33.10993927,0,29.32600419,0,5.749511833,0,0,5.749511833,0,5.106527395,5.414990469,6.9237372,31.89811458,18.19910121,0,0,0,20.23,0,0,0,9.733171296,1.986805556,0.435185185,5.877523148,0,8.217314815,0
Organic acids and derivatives,NO,NO,63.9,CC(=O)OCCO,2.821938937,59.95524698,5.698670613,4.177923739,4.177923739,3.27005561,2.013151191,2.013151191,1.063650134,1.063650134,0.396612298,0.396612298,0.189372286,0.189372286,0,4.794537184,0,19.18306922,0,0,6.9237372,0,0,4.736862954,5.106527395,-0.57,7,96.041,6.43,3.614162063,5.43,9.869305556,0.463432998,9.869305556,0.302207148,0.097638889,0.302207148,-0.352731481,-0.463432998,-0.4582,23.7188,104.105,1,3,0,0,0,0,0,0,3,1,3,0,2,0,0,0,42,9.843390349,6.606881965,0,0,0,5.969305288,4.794537184,0,0,0,0,0,6.9237372,6.606881965,14.63792753,5.969305288,0,0,0,6.9237372,13.21376393,0,0,0,0,0,0,0,24.28959661,9.531400138,0,6.9237372,0,0,0,0,46.53,4.302083333,0,9.869305556,8.037916667,0,-0.352731481,0,0,1.310092593,0
Benzenoids,NO,NO,63.9,c1ccc2c(c1)cccc2Br,2.913161164,374.0344904,7.681798276,5.919416357,7.505412896,5.377010098,3.510349442,4.303347711,2.460971502,3.315308402,1.736428508,2.427929715,1.185882541,1.699580389,0,0,0,0,0,4.472719516,10.77244843,0,12.13273414,46.26177924,0,-0.82,11,200.014,6.863561561,2.665666078,1.162115372,3.496828704,0.061628407,3.496828704,0.025322314,1.162592593,0.025322314,1.162592593,-0.061628407,3.6023,51.648,207.07,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,52.32814631,16.8388155,4.472719516,0,0,26.70239233,0,0,0,0,0,46.937289,0,0,0,0,0,15.9299439,0,0,0,0,46.937289,0,10.77244843,0,0,1.162592593,3.496828704,0,2.552662037,0,0,14.53791667,0,0,0
Hydrocarbons,NO,NO,63.9,CCC(CC)(CC)C(CC)(CC)CC,5.080024598,103.587975,11.24264069,11.24264069,11.24264069,6.613961031,6.613961031,6.613961031,4.681980515,4.681980515,5.185660172,5.185660172,3.75,3.75,0,0,0,0,10.82998094,0,38.52492974,0,0,41.5424232,0,0,14,168.154,14,5.777777778,1.991769547,2.377708333,0.064832643,2.377708333,-0.024910163,0.588541667,0.024910163,0.588541667,-0.064832643,5.4192,66.612,198.394,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,86,0,0,0,0,0,0,0,0,0,0,41.5424232,49.35491068,0,0,0,0,0,0,10.82998094,80.06735294,0,0,0,0,0,0,0,0,0,0,10.82998094,80.06735294,0,0,0,0,0,0,0,0,0,1.177083333,0,0,8.056666667,14.26625,0
Organohalogen compounds,NO,NO,63.97,CCCCCCCCCCCCF,2.758149818,71.19366194,9.778174593,9.156139066,9.156139066,6.414213562,5.974368023,5.974368023,3.870962752,3.870962752,2.487184012,2.487184012,1.581927985,1.581927985,0,4.390415048,0,6.674590972,0,12.84164325,51.36657298,0,0,6.9237372,0,-0.07,13,163.13,12.93,11.93,11.93,11.70785111,0.251108605,11.70785111,0.089401322,0.128472222,0.089401322,-0.128472222,-0.251108605,4.8768,57.819,188.33,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,80,0,0,0,0,0,0,4.390415048,0,0,0,64.71113181,6.420821623,0,6.674590972,4.390415048,0,0,0,0,71.13195343,6.674590972,0,0,0,0,4.390415048,0,0,6.674590972,0,0,71.13195343,0,0,0,0,0,11.70785111,0,0,0,0,0,0,12.67363575,2.118513138,0
Organohalogen compounds,NO,NO,64,CCCCCCCCCCCl,2.690915527,53.89311688,8.363961031,7.741925504,8.49785445,5.414213562,4.974368023,5.508890507,3.163855971,3.541820444,1.987184012,2.254445253,1.228374595,1.417356831,0,0,0,0,0,5.880003445,51.36657298,0,0,6.9237372,11.60093989,0.29,11,155.563,11.29,10.29,10.29,5.564062942,0.12671697,5.564062942,0.022295574,0.842222222,0.022295574,0.842222222,-0.12671697,4.3659,53.33,176.731,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,68,0,0,0,0,0,0,0,0,0,11.60093989,51.86948856,6.420821623,5.880003445,0,0,11.60093989,0,0,0,58.29031018,5.880003445,0,0,0,0,0,0,11.60093989,5.880003445,0,0,58.29031018,0,0,0,0,0,0,5.564062942,0,0,0,0.842222222,0,10.94738928,2.257436666,0
